nama_pengguna,rating,tanggal,ulasan
Herman Suyanto,1,2026-05-20 20:20:15,"Sekelas Bank terbesar BUMN tp dikit2 biaya, notifikasi SMS sdh ga aktif tp msh saja kena biaya klo sering buka aplikasinya Mana sering error pula, buka aplikasi bank lain bisa, eehh, BRIMO MLH GA BISA..!! ALASANNYA KONEKSI INTERNET KURANG BAIK, PDHL PAKE BIZNET 100 MBPS dan Buka aplikasi bank lain normal2 saja BUKAN 1 ATAU 2 X CASE TAPI SERIINNGG..!!!"
Risa Susanti,1,2026-05-20 20:18:49,error nggak jelas
Grace Lisa,1,2026-05-20 20:18:40,kenapa pas perlu selalu susah buka nya. jaringan gak ada. padahal jaringan bagus udah di update juga. mohon lah di perbaiki lagi. tiap bulan dj potong biaya nya. setidak nya bagus sikit!
Muhammad Rizqi Wijaya,1,2026-05-20 20:18:04,"sinyal sering hilang, padahal di apk lain sinyal ada terus"
R. Gunawan,2,2026-05-20 20:17:54,kadang gagal d buka alesan nya internet buruk
Srimukti Rahayu,1,2026-05-20 20:17:34,"kenpa ini brimo, lagi urgen mau tf tpi gbisa login kerna ktanya jaringan aku bermsalah, smpe copot dan instal lagi demi mastiin lgi, eh ternyata sma aja, plis ini salahnya dimana"
Elisa Rositasari,1,2026-05-20 20:16:36,"jelek banget aplikasinya, masa iya koneksi buruk terus gak bisa login padahal internetnya kenceng. kaya gini lg urgent malah problem terus"
Kalianda Chp,3,2026-05-20 20:15:49,"udah ganti wifi sana sini, masih aja ga bisa buka brimo (koneksi internet mu kurang baik)"
Berani Belajar,4,2026-05-20 20:14:30,"hari ini tidak bisa login BRIMO, keterangan periksa jaringan internet, padahal internet full sinyal"
el real,4,2026-05-20 20:08:06,"brimo dari tadi trobel, periksa jaringan internet anda, padahal internet baik"" saja, tolong ditindaklanjuti"
Hario Permadi,3,2026-05-20 20:07:04,"Koneksi bermasalah terus, padahal buat buka aplikasi lain yg pake internet lancar-lancar aja. hadehh"
Dimas Pasha Official,2,2026-05-20 20:05:35,tulisannya koneksi mu kurang bagus internet lancar wi-fi lancar HP udah di-restart tetep aja nggak bisa dibuka
agus sholeh,1,2026-05-20 20:03:50,setelah update kok malah ndak bisa di buka
Mas Dul,3,2026-05-20 20:02:40,"sinyal bagus, tapi gak bisa buka karena sinyal jelek ini kenapa yaaah"
Bahran Bah,1,2026-05-20 20:02:06,"akhir2 ini sering banget koneksi buruk gak bisa login, padahal jelas2 bagus"
Andre Adriansyah,4,2026-05-20 20:01:02,jaringan sama hp gua bagus knapa ga bisa login alesan jaringan mulu update aja di gedein tapi ga efisien kocak
Sahbirin Musafir,3,2026-05-20 19:59:56,susah sekali mau masuk
Hermawansyah Wawan,1,2026-05-20 19:59:46,koneksi internet mu kurang baik. padahal sudah pake Wi-Fi. selalu begitu. tolong diperbaiki system nya.
yusril Ilham,1,2026-05-20 19:58:30,tolong banget nih kagak bisa login gegara internet Mulu padahal mah jaringan internet stabil. Tolong diperiksa lagi nih bug
Yohanes Bere,5,2026-05-20 19:58:12,kenapa hari ini eror ya ko g bisa buka
Gusbill 69,1,2026-05-20 19:55:58,jaringan buruk trus padahal wifi data aman
Mastra Ketut,1,2026-05-20 19:54:32,makin lama makin GK nyaman pkek BRI
Hajija Rajab,4,2026-05-20 19:54:01,sangat membantu dengan adanya brimo pokoknya the best deh👍👍
Dwi 18,1,2026-05-20 19:53:09,sering eror sinyal bagus gak bisa login internet kurang baik
Zhang Linghe,4,2026-05-20 19:51:18,"huhuu lagi nge bug ya? ga bisa buat login, katanya jaringan buruk padahal buat update apk nya bisa"
Sidikpermana,5,2026-05-20 19:51:11,bermangpaat
Virna Jully,1,2026-05-20 19:48:33,"duit 300 ribu melayang, gak ada transaksi tiba² ngilang, kalopun punya pinjeman juga jgn asal potong dong.."
Ahmad Sirajodin,1,2026-05-20 19:47:15,"ni bank lama lama gajelas buka bca lancar buka mandiri lancar bank lainnya lancar buka brimo koneksi Internetnya buruk pake wifi pake data ttp gbsa dibuka, pdhl lbh lama pake bri timbang bank lainnya"
Jasrudin laumara,2,2026-05-20 19:47:14,mau login kok di username nya nggak bisa spasi yaa
Ryans VH,1,2026-05-20 19:47:02,"𝐬𝐭𝐢𝐚𝐩 𝐓𝐅 𝐠𝐠𝐚𝐥 𝐭𝐫𝐮𝐬 𝐤𝐧𝐩𝐚.,,,,??? 𝐥𝐚𝐠𝐢 𝐠𝐚𝐧𝐠𝐠𝐮𝐚𝐧 𝐚𝐩𝐚 𝐠𝐚 𝐤𝐥𝐨 𝐥𝐧𝐜𝐚𝐫 𝐛𝐢𝐧𝐭𝐚𝐧𝐠 𝐧𝐲𝐚 𝐝 𝐧𝐚𝐢𝐤𝐢𝐧 𝐥𝐠𝐢"
rakhmat Puja,5,2026-05-20 19:46:45,"overall baik, cuma minta tolong diperbaiki ketika transaksi, jangan emailnya yg keluar tp nama yg ditransasikkan contoh bayar listrik ya nama yg di bayarkan yg keluar."
Musyaffa Mumtaz,1,2026-05-20 19:43:37,aplikasi apaan ini error Mulu setiap mau beli makanan koneksi tidak tersedia padahal kuota masih banyak sampe minta ke mbak kasirnya hotspot masih gabisa
Rifky burti aryanto,3,2026-05-20 19:41:31,kok semenjak sudah update apknya gak bisa kebuka ya bagaimana nih mohon inponya dong?
LIM IN,1,2026-05-20 19:41:27,knp saya gak bsa masuk setiap buka selalu koneksi jaringan buruk padahal tes youtube dan yg lain lancar
Zoya Mahira,4,2026-05-20 19:40:13,berguna untuk kelancaran pekerjaan
Lani Kolaline,1,2026-05-20 19:37:43,jaringan saya sangat bagus tapi kenapa saya mau masuk selalu bilang internet buruk padahal jaringan saya di sini sangat bagus sangat mengecewakan
paradoks iman,2,2026-05-20 19:37:12,"Setiap di buka 'koneksi internet mu kurang baik' , pada hal koneksi saya bagus."
Siti Khotimah,1,2026-05-20 19:37:10,"tidak dapat masuk ke Brimo, tertulis kendala sinyal tidak baik, padahal sinyal sangat bagus. brimo ga bisa di andalkan disaat diperlukan"
Andrias SusiloHadi,1,2026-05-20 19:36:14,"begituMasukuang langsung brimo nya gak bisa kebuka, alesan nya gak ada sinyal,padahal sinyal nya penuh"
Muhamad Aldi,3,2026-05-20 19:35:18,"padahal sinyal bagus TPI sering ngelek buka brimo,BCA d buka lancar2 aja, tlong d perbaiki lagi kinerja aplikasinya?"
Indra Fikri,1,2026-05-20 19:34:56,eror tiba2 tidak bisa kebukak
Sulaiman Coy,5,2026-05-20 19:33:51,simpel ok
Risang Walikito,2,2026-05-20 19:33:32,"apasih gabisa transaksi cuman karna koneksi buruk, padahal paket data ada dan lancar gaada update aplikasi dll aneh kocak"
Haqqi Prapily,1,2026-05-20 19:33:01,aplikasi dikit dikit eror
Andre pratama Simalango,1,2026-05-20 19:30:42,"apasih ni aplikasi gangguan mulu,kecewa berat😿"
Lina Yundha,1,2026-05-20 19:30:30,"gak banget,eror terus !!!!"
Miswandi April,1,2026-05-20 19:26:59,"mohon bantu, brimo saya gak bisa login, alasannya koneksi internet kurang baik. padahal saya buka youtube lancar aja"
Mathias Hia,1,2026-05-20 19:26:31,Tdk bisa login. Katanya koneksi internet kurang baik... Sementara disini jaringan internet sangat bagus
ARSH PROJECT,1,2026-05-20 19:25:30,"banyak kendala jaringan kurang baiklah apalah ngeganggu aktivitas transaksi, padahal jaringan data bagus pake WIFI pun sama"
Deni Sopiyan,1,2026-05-20 19:23:51,"Buruk banget sumpah aplikasinya, koneksi anda kurang stabil pas mau login nggak bisa, padahal jaringan 5G lho, bikin emosi aja"
071 Nts,5,2026-05-20 19:23:17,terbaik aplikasi brimo dimana bisa kita gunakan intinya ada internet sistem bekerja dengan baik
Reynaldi Harahap,1,2026-05-20 19:22:33,"bisa bisanya muncul notif ""jaringan buruk"" padahal jaringan aman"
Boy Siregar,1,2026-05-20 19:21:23,"makin gajelas, coba pakai data, gonta ganti wifi, tetap aja koneksi tidak baik"
Fdknfz,1,2026-05-20 19:21:10,"internet kuranng baik, internet kurang baik. apaan jaringan bagus juga, aplikasi lain normal"
Ricky W,1,2026-05-20 19:20:28,"jelek sekali aplikasi brimo ini,sering trouble, bagaimana saat ada kebutuhan mendesak tidak bisa login,segera diperbaiki!!! sepertinya lebih bagus pindah Bank"
Babodotedepadale,5,2026-05-20 19:17:53,sangat cepat dan simpel
R Maulana,3,2026-05-20 19:17:05,"brimo kenapa internet bagus malah,internet kurang baik,kenapa ini???"
Srie tunggal Bayu,5,2026-05-20 19:14:05,"setelah di update semakin buruk, jaringan internet buruk, padahal di kota"
DanangSyahrial,1,2026-05-20 19:13:50,"saya sedikit kecewa belakangan ini, untuk login ke aplikasi sangat sulit dan banyak sekali persyaratan yang harus dipenuhi"
Angga Ariyansyah,4,2026-05-20 19:12:41,sering kali gangguan
Uchy,5,2026-05-20 19:12:41,mempermudah dlm setiap trnsaksi keuangan
Satu Ning,1,2026-05-20 19:10:36,jelek ini kenapa saya tidak bisa login padahal jaringan bagus tapi katanya malah tidak ada internet atau sinyal tidak bagus padahal saya pake wifi dan BAGUS SINYALNYA
Nurul Jihad,3,2026-05-20 19:10:25,"tolong lah,,, jaringan full, wifi full bagus semua jaringannya, tpi keterangan di aplikasi jaringan kurang bagus... kok makin ke sini makin tidak bersahabat ini aplikasinya, tolong lah perbaiki lagi, kita tidak bisa masuk di aplikasinya BRImo padahal jaringannya bagus lohh🤦"
Ayu Oktaviani,1,2026-05-20 19:05:36,"koneksi internet udah bagus, tapi kenapa waktu aplikasi BRImo dibuka malah muncul ""koneksi internetmu kurang baik"", mohon diberikan penjelasan nya"
TERATAI Rp,3,2026-05-20 19:05:04,"Brimo sadis, bri yang ngasih SMS pemberitahuan malah dana kita yang di sedot 4.500 di brimo, kecil sih tp kalo di kalikan 1000 orang aja / hari uda berapa tu, masa perusahaan yang mendunia di Indonesia kalah dengan aplikasi biru sebelah, mau berapa kali kasih pemberitahuan gak ada tu dana kita di sedot"
Glorya Bacas,1,2026-05-20 19:03:52,"tidak bisa dipercaya. pas mau bayar tulisannya koneksi buruk. sampe minta hotspot. ternyata emg apknya burik, aku buka ovo bisa giliran bri gabisa sampe harus minta top up dulu gara2 bri nya gabisa kebuka"
Agung Setiawan,1,2026-05-20 19:01:56,"sering gangguan, aplikasi buruk bri buruk"
Andri Supriyadi,3,2026-05-20 19:01:25,"ini kenapa sih sering banget eror, kan kalo lagi ada keperluan mendesak jadi susah,keterangan nya koneksi internet gak stabil, padahal paket internet nya masih banyak..."
Arnest ReGeMoLe,1,2026-05-20 19:01:16,butuh berapa mbps ap gbps internet hanya untuk buka apk brimo...?? emang punya pemerintah ga ad yg beresss..
Teddychandraadiputra Kevin,1,2026-05-20 19:00:58,JARINGAN BAGUS TAPI BUKA BRIMO GANGGUAN JARINGAN KURANG BAGUS.... TOLONG DONG DI PERBAIKI... KALAUBEGINI MENDING GANTI ATM AJA SAYA !!!!!
muhmd egy 1212,2,2026-05-20 18:57:35,aneh bener jaringan udh bagus koneksi trs
Arinelsa Natalia,1,2026-05-20 18:57:34,"SERING GANGGUAN PADAHAL 5G BUKA WA, TIKTOK IG LANCAR GILIRAN BUKA BRIMO JARINGAN KURANG BAGUS..."
Muhamad Firdaus,4,2026-05-20 18:57:33,mantap bngt
CUMA coba-coba,2,2026-05-20 18:51:57,"Login ngga bisa padahal, jaraingan bagus!! katanya priksa jaringanmu kurang baik!"
Irpan Hambali,2,2026-05-20 18:49:50,banyak banget gangguan.. gak bisa login . Dengan alasan jaringan kurang baik padahal sinyal bagus... nge ganggu aktivitas aja
Aidil Syahputra,1,2026-05-20 18:48:08,Ngak bisa di buka Padahal jaringan bagus padahal coba pakai mama bisa. di hpku ngak bisa
Rudi Pkn,1,2026-05-20 18:47:59,periksa jaringan terus .. padahal paket ada pake wifi juga ttp gak bisa . padahal jaringan lancar...bapuk
Sri Rahayu,5,2026-05-20 18:47:56,"pakainya mudah, tidak ribet."
ahmad musaddad,1,2026-05-20 18:47:31,kenapa selalu gangguan iya padahal sinyal bagus
Hilman Alimuddin,1,2026-05-20 18:45:35,"ya ampun ini aplikasi knp sih ga bisa login terus,, jaringan padahal bagus"
Karinnn,5,2026-05-20 18:45:04,Setelah update ke versi terbaru kok malah ga bisa dibuka ya? Mohon diperbaiki lagi bug nya makasih
SipoL plat nomer E,5,2026-05-20 18:44:42,mudah dan cepet
Pebiyanti Swantika,5,2026-05-20 18:44:29,membantu bgt
E W,1,2026-05-20 18:43:29,"JELEK BSNGET SERING LOS KONEKSI ,padahal sinysl fine aja ,cacat"
Jhon Sena,1,2026-05-20 18:40:25,"jaringan bagus tapi pas di buka aplikasi brimo muncul notif jaringan tidak tersedia, gimana sih padahal buka media sosial dan sebagainya lancar2 saja, jangan kebanyakan update lah rusak aplikasi ini kebanyakan Ide, mau tarik tunai kartu terblokir padahal ga ada salah kata sandi, BRI makin lama makin ga jelas."
Ridho Hidayatullah,1,2026-05-20 18:38:14,"sering banget masalah koneksi, padahal main game sama nonton Netflix resolusi 2K bisa, dibilang koneksiku speedtest kenceng. nih pasti pas dibales rating ku bilangnya koneksiku yg bermasalah, dikasih bukti juga lewat apa? solusi cuma pengen hapus apk tapi ada saldo disana dan ATM terdekat daerah ku ya cuma BRI, hadeh"
Muh_Rengga_Bintang,1,2026-05-20 18:37:45,"tolong di tingkatkan lagi, sebab sering mengalami masalah login dengan jaringan buruk, padahal jaringan sangat bagus"
Abdul Majid,2,2026-05-20 18:37:06,"Aplikasi sering susah login, notif yang muncul disuruh cek koneksi internet. padahal internet gak masalah"
Esa Komalasari,5,2026-05-20 18:36:27,"mantap transaksi lancar , semoga d rekrut jadi agen brilink💪🏻"
gunawan gunz,1,2026-05-20 18:35:10,aplikasi paling buruk... parah. sudah tidak usah dipake lagi. paling sering gangguan blog.
Akbar AriZakky,1,2026-05-20 18:32:40,"apk tempik, suka susah log in padhl koneksi bagus dn lancar, mending pindh aja ke livin by mandiri"
Kelas E,3,2026-05-20 18:31:08,bug harus kirim laporan
opick reykian,1,2026-05-20 18:30:37,susah login kuota ada
agung trihatmoko,1,2026-05-20 18:30:35,waktu mau login selalu muncul keterangan koneksi internetmu kurang baik. padahal stabil
Rahmad Deonofan,2,2026-05-20 18:30:26,"Min kenapa ya mau login bikin akun baru malah error code waktu foto ktp kenapa min, terimakasih"
Ekberd Krey,1,2026-05-20 18:23:17,kenapa sering gangguan sinyal padahal sinyal aman... buat tari tunai dan setor tunai tertunda... badrate
Putri Indah Sarina Br.hombing,1,2026-05-20 18:22:20,"SLOGAN BRI TOLONG DIGANTI , MELAYANI DENGAN SEPENUH HATI, tapi NYATANYA, MELAYANI DENGAN LEMPAR SANA LEMPAR SINI"
Nia,5,2026-05-20 18:22:16,tetap selalu semagat hadapin perubahan
Susi Gustina,5,2026-05-20 18:19:26,"sangat bagus, dan membantu banget"
Tamara Naura,4,2026-05-20 18:18:14,sangat bagus membantu sekali
muhammad raissa,2,2026-05-20 18:14:22,kacau nih pas mu dipake gangguan teruss
Dekk,1,2026-05-20 18:13:12,aplikasi sering error ampas
Evan Maulana Yusuf,1,2026-05-20 18:12:47,gjls ngelek sekali pake wifi gakbisa buka mbangking
cahyo muryono,3,2026-05-20 18:11:54,"sering koneksi internetmu tidak bagus, pas saat2 genting mau butuh. padahal kuota internet masih, pake wifi juga msh keluar komentar koneksi internet sdg tdk bagus. sdh bbrp kali begini."
Misdi Misdi,5,2026-05-20 18:06:40,bikin hidup lebih praktis
Dewa Dharma,2,2026-05-20 18:05:56,tolong dong di hp saya samsung tidak bisa terbuka aplikasinya karena bug
Iwan Kurniawan,5,2026-05-20 18:05:20,aplikasi top
Wildan F.R,2,2026-05-20 17:58:56,"punya saya tidak bisa login dengan fingerprint, dan icon aplikasi harus ditekan beberapa kalo agar bisa masuk. mutasi aktivitas tidak real-time harus logut dulu baru berubah"
Supri Anto,5,2026-05-20 17:50:25,sangat bermanfaat dlm segala urusan keuangan dan di jamin aman
Boy Yong,5,2026-05-20 17:50:11,cepat & mudah....aman bertransaksi
Arek Alasroban,5,2026-05-20 17:49:55,mantap mempermudah transaksi
Bengkulu Luas,1,2026-05-20 17:29:58,Aplikasi Sampah Gak Berguna Sama Sekali
Fery Oksandi2004,5,2026-05-20 17:21:46,jos mantap
bernad manurung,1,2026-05-20 17:21:43,sering tdk bsa dibuka aplikasi ni
joni putra,5,2026-05-20 17:20:27,top markotop BRI
ali sodikin,5,2026-05-20 17:11:16,sangat mudah berbagai transaksi
Ayu Kaimudin,5,2026-05-20 16:55:52,"sangat bagus, transaksi jauh lebih mudah, sejauh ini belum ada kendala apapun"
Andi Farhan Wijaya,3,2026-05-20 16:42:40,"Tolong gunakan opsi pecahan rupiah saat penarikan tunai, seperti pecahan Rp.50.000 dan Rp.100.000 agar lebih simpel"
Pemulung Dollar,5,2026-05-20 16:38:54,BRIMO mantap dan cepat
Fariz Albar Frizy,5,2026-05-20 16:13:20,Sangat membantu untuk transaksi secara online
Jeki Saputra,5,2026-05-20 16:12:47,bagus dan mempermudah
Teddy Setyadi,5,2026-05-20 16:01:21,"transaksi aman, lancar, cepat."
Murni Wati Zebua,5,2026-05-20 15:58:57,mudah untuk pemula dana tidak susah untuk di gunakan
Erul Hadi,3,2026-05-20 15:58:48,"jangan suka eror eror gajelas sih, fitur udah bagus eror eror nya gajelas banget"
Hamsir Nasiruddin,5,2026-05-20 15:55:55,Terima kasih. Lebih bagus jika ada dibuka fitur sedekah 500-1000 rupiah buat anak yatim piatu.
Paijo,5,2026-05-20 15:20:06,bagus buat bayar2 jadi ngga harus ke atm
Daud Wahid Nur Zaman,3,2026-05-20 15:16:32,"tidak bisa di buka ada bug, setelah dihapus memori tetap tidak bisa di buka."
Firman Rusman,5,2026-05-20 15:05:31,"sangat sangat membantu aplikasi ini, kedepannya BRI bikin yg lebih simpel dan canggih lagi, thanks BRI"
Neng Nong,5,2026-05-20 14:21:36,"min tolong bantu buka akunku lagi,lupa pasword sama username nomor rekening pun ngga tau 🤭"
Auliantira Shakuntala Karysta,5,2026-05-20 14:15:09,"helpfull, superapps"
Tri,5,2026-05-20 13:43:32,MANTAP
Luis Blitar,5,2026-05-20 13:26:43,"sangat membantu Krn meski tengah MLM anak minta uang, tinggal klik brimo"
Andry taim,5,2026-05-20 13:13:03,sangat puas dengan aplikasi nya jdi gampang buat tf ke kluarga kerabat dngan apk brimo
Didi Kriswinoto,5,2026-05-20 12:44:12,sangat memuaskan.......
Jumi'ah Mia,5,2026-05-20 12:43:21,is the best la
Slebew Klaten,1,2026-05-20 12:25:18,"apk aneh ini mah,mau daftar aja ada kendala padahal sudah di coba berulang kali tetap saja tidak bisa, padahal sudah bolak balik ganti no hp dan berharap bisa daftar tapi ternyata ada kendala yg sama pula kesalahan no hp lagi lagi dan lagi, tolong perbaiki lah atau bantu kasih petunjuk buat daftar brimo di opsi lain"
Fiqih.anan.darussalam.,5,2026-05-20 12:12:31,"""Aplikasi BRImo sangat membantu untuk transaksi sehari-hari. Fitur QRIS, transfer, dan top-up e-wallet sangat cepat dan jarang eror. Tampilannya juga modern dan mudah dipahami."""
Arif Susanto,5,2026-05-20 12:11:36,mudah penggunaannya
kura kura,3,2026-05-20 11:53:25,"tolong di perbaiki, masak kirim lewat qwiris saldo udah kepotong tapi masih proses , sangat"" mengecewakan. mohon segera di perbaiki"
irawan hidayah,3,2026-05-20 11:51:15,kenapa seriap mau transaksi ke dana sering eror ya.. dan halaman tidak bisa di screenshot?
Faiz Roykhan,5,2026-05-20 11:49:57,Sangat membantu mobilitas
Edy Sukariyanto,5,2026-05-20 11:36:57,"mantap, efektif dan efisien"
nur Fathan,4,2026-05-20 10:54:55,Semakin Baik tambahkan fitur yg Lain
Eeng Dikri,5,2026-05-20 10:32:04,baik aman dan amanah
Maria yasinta Lipa,1,2026-05-20 10:30:55,Aplikasi brimo ini kok semakin di-update semakin buruk kinerjanya sampai-sampai diklik untuk buka pun tidak bisa. Ini sangat memperlambat transaksi kami sebagai pengguna.
Kanah Khan,5,2026-05-20 10:21:32,TF secepat kilat
Jamila Mila,5,2026-05-20 10:10:28,sangat membantu dalam segalanya
muhammadfadil,5,2026-05-20 10:07:47,segala nya jadi mudah..cepat dan terpercaya..memberi kenyamanan transaksi..
permata mega,4,2026-05-20 09:54:26,aplikasi tidak bisa sibuka dengan finger print ...duhh
Asih Budiyanti,5,2026-05-20 09:54:17,sementara Lancar Jaya. mudah2an selamanya
dct iwan,5,2026-05-20 09:42:42,aplikasi terbaik. mudah digunakan dan simpel
Denny agung sriutomo Sriutomo,5,2026-05-20 09:25:28,jooosss... bagus banget.. keren
Lisa,5,2026-05-20 09:16:39,mantaaaap
putra lumpor,5,2026-05-20 09:07:08,sementara ini lumayan bagus
kenar anindya shauma ghaitsa,1,2026-05-20 09:03:20,semenjak di update jadi gak bisa dipake untuk transaksi apa apa saya sudah buat pengaduan sudah sebulan gak ada tanggapan sama sekali dr pihak bri
